Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
744	TR	A0AAF0J6G1	S-adenosylmethionine synthase OS=Malassezia cuniculi OX=948313 GN=SAM2 PE=3 SV=1	Malassezia cuniculi	387	1509	75.0	85.8	0.0
745	TR	A0A854QNT8	S-adenosylmethionine synthase OS=Cryptococcus neoformans var. grubii Tu259-1 OX=1230072 GN=C361_00430 PE=3 SV=1	Cryptococcus neoformans var. grubii Tu259-1	397	1509	75.6	86.4	0.0
746	TR	A0A6S6VFH2	S-adenosylmethionine synthase OS=Pyrenophora teres f. teres OX=97479 GN=PTTW11_02830 PE=3 SV=1	Pyrenophora teres f. teres	390	1509	76.1	85.5	0.0
747	TR	A0A6A6Q6Z6	S-adenosylmethionine synthase OS=Neohortaea acidophila OX=245834 GN=BDY17DRAFT_306598 PE=3 SV=1	Neohortaea acidophila	391	1509	76.2	86.2	0.0
748	TR	A0A067Q470	S-adenosylmethionine synthase OS=Jaapia argillacea MUCL 33604 OX=933084 GN=JAAARDRAFT_31914 PE=3 SV=1	Jaapia argillacea MUCL 33604	394	1509	75.4	88.1	0.0
749	TR	J9VGS7	S-adenosylmethionine synthase OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=CNAG_00418 PE=3 SV=1	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	397	1509	75.6	86.4	0.0
750	TR	A0A8I2YPW6	S-adenosylmethionine synthase OS=Boletus reticuloceps OX=495285 GN=JVT61DRAFT_2216 PE=3 SV=1	Boletus reticuloceps	392	1509	74.9	87.8	0.0
751	TR	A0A8H7FX66	S-adenosylmethionine synthase OS=Athelia sp. TMB OX=2748771 GN=HWV62_11199 PE=3 SV=1	Athelia sp. TMB	391	1509	75.5	85.8	0.0
752	TR	A0A9Q8PFU4	S-adenosylmethionine synthase OS=Passalora fulva OX=5499 GN=CLAFUR5_09619 PE=3 SV=1	Passalora fulva	394	1509	75.3	86.3	0.0
753	TR	N1PJD9	S-adenosylmethionine synthase OS=Dothistroma septosporum (strain NZE10 / CBS 128990) OX=675120 GN=DOTSEDRAFT_73389 PE=3 SV=1	Dothistroma septosporum (strain NZE10 / CBS 128990)	394	1509	74.7	86.3	0.0
754	TR	A0A9W9KJC6	S-adenosylmethionine synthase OS=Penicillium angulare OX=116970 GN=N7456_004092 PE=3 SV=1	Penicillium angulare	388	1508	74.2	86.6	0.0
755	TR	A0AAD6D9G1	S-adenosylmethionine synthase OS=Penicillium hetheringtonii OX=911720 GN=N7450_011193 PE=3 SV=1	Penicillium hetheringtonii	389	1508	76.0	85.2	0.0
756	TR	A0A166MAJ5	S-adenosylmethionine synthase OS=Colletotrichum tofieldiae OX=708197 GN=CT0861_09070 PE=3 SV=1	Colletotrichum tofieldiae	401	1508	75.1	86.1	0.0
757	TR	A0A8H4T382	S-adenosylmethionine synthase OS=Fusarium sarcochroum OX=1208366 GN=FSARC_13172 PE=3 SV=1	Fusarium sarcochroum	403	1508	75.3	85.8	0.0
758	TR	A0AA39ZI03	S-adenosylmethionine synthase OS=Cercophora samala OX=330535 GN=QBC41DRAFT_335195 PE=3 SV=1	Cercophora samala	408	1508	75.3	86.4	0.0
759	TR	S8DPI6	S-adenosylmethionine synthase OS=Fomitopsis schrenkii OX=2126942 GN=FOMPIDRAFT_1025924 PE=3 SV=1	Fomitopsis schrenkii	393	1508	74.9	86.5	0.0
760	TR	A0AAJ0GII4	S-adenosylmethionine synthase OS=Extremus antarcticus OX=702011 GN=SAM2 PE=3 SV=1	Extremus antarcticus	393	1508	75.5	85.3	0.0
761	TR	A0A9W9TL53	S-adenosylmethionine synthase OS=Penicillium citrinum OX=5077 GN=N7469_006842 PE=3 SV=1	Penicillium citrinum	389	1508	76.0	85.2	0.0
762	TR	A0A4T0VPY0	S-adenosylmethionine synthase OS=Colletotrichum higginsianum OX=80884 GN=CH35J_009389 PE=3 SV=1	Colletotrichum higginsianum	401	1508	75.1	86.1	0.0
763	TR	A0A5Q4BYL5	S-adenosylmethionine synthase OS=Colletotrichum shisoi OX=2078593 GN=Eth-1 PE=3 SV=1	Colletotrichum shisoi	401	1508	75.1	86.1	0.0
764	TR	A0A5C3E3Q5	S-adenosylmethionine synthase OS=Ustilago trichophora OX=86804 GN=UTRI_03505 PE=3 SV=1	Ustilago trichophora	389	1508	74.5	87.4	0.0
765	TR	A0A3E2GTX7	S-adenosylmethionine synthase (Fragment) OS=Scytalidium lignicola OX=5539 GN=B7463_g11829 PE=3 SV=1	Scytalidium lignicola	398	1508	75.0	86.1	0.0
766	TR	A0A067LV81	S-adenosylmethionine synthase OS=Botryobasidium botryosum (strain FD-172 SS1) OX=930990 GN=BOTBODRAFT_38939 PE=3 SV=1	Botryobasidium botryosum (strain FD-172 SS1)	390	1508	75.7	87.3	0.0
767	TR	A0A286UV89	S-adenosylmethionine synthase OS=Pyrrhoderma noxium OX=2282107 GN=PNOK_0056500 PE=3 SV=1	Pyrrhoderma noxium	391	1508	75.1	87.6	0.0
768	TR	A0A1B7XZ09	S-adenosylmethionine synthase OS=Colletotrichum higginsianum (strain IMI 349063) OX=759273 GN=CH63R_11682 PE=3 SV=1	Colletotrichum higginsianum (strain IMI 349063)	401	1508	75.1	86.1	0.0
769	TR	Q5KP62	S-adenosylmethionine synthase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA04060 PE=3 SV=1	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	397	1508	75.9	86.4	0.0
770	TR	A0AAX4INF1	S-adenosylmethionine synthase OS=Colletotrichum destructivum OX=34406 GN=CDEST_09928 PE=3 SV=1	Colletotrichum destructivum	401	1508	75.1	86.1	0.0
771	TR	A0AAV9T5K6	S-adenosylmethionine synthase OS=Colletotrichum tabaci OX=1209068 GN=QIS74_09957 PE=3 SV=1	Colletotrichum tabaci	401	1508	75.1	86.1	0.0
772	TR	A0A401GHY8	S-adenosylmethionine synthase OS=Sparassis crispa OX=139825 GN=SCP_0401790 PE=3 SV=1	Sparassis crispa	392	1508	75.2	86.0	0.0
773	TR	A0A166EKS5	S-adenosylmethionine synthase OS=Sistotremastrum suecicum HHB10207 ss-3 OX=1314776 GN=SISSUDRAFT_1045209 PE=3 SV=1	Sistotremastrum suecicum HHB10207 ss-3	396	1508	74.4	87.1	0.0
774	TR	A0A5E3WAV4	S-adenosylmethionine synthase OS=Peniophora sp. CBMAI 1063 OX=718367 GN=PNH_LOCUS122 PE=3 SV=1	Peniophora sp. CBMAI 1063	388	1507	74.3	87.3	0.0
775	TR	A0A8H3ABR2	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS86854 PE=3 SV=1	Rhizoctonia solani	392	1507	74.5	87.1	0.0
776	TR	A0A165TEW7	S-adenosylmethionine synthase OS=Neolentinus lepideus HHB14362 ss-1 OX=1314782 GN=NEOLEDRAFT_1132086 PE=3 SV=1	Neolentinus lepideus HHB14362 ss-1	387	1507	74.7	86.6	0.0
777	TR	A0A420IF43	S-adenosylmethionine synthase OS=Golovinomyces cichoracearum OX=62708 GN=GcM1_245034 PE=3 SV=1	Golovinomyces cichoracearum	385	1507	74.0	85.8	0.0
778	TR	A0A1K0HBT6	S-adenosylmethionine synthase OS=Ustilago bromivora OX=307758 GN=UBRO2_01327 PE=3 SV=1	Ustilago bromivora	389	1507	75.0	87.4	0.0
779	TR	A0AAD4C528	S-adenosylmethionine synthase OS=Boletus edulis BED1 OX=1328754 GN=L210DRAFT_3527347 PE=3 SV=1	Boletus edulis BED1	392	1507	74.9	87.8	0.0
780	TR	A0AAQ3RBQ2	S-adenosylmethionine synthase OS=Acrodontium crateriforme OX=150365 GN=R9X50_00326200 PE=3 SV=1	Acrodontium crateriforme	391	1507	76.2	85.4	0.0
781	TR	A0A2H3J6C1	S-adenosylmethionine synthase OS=Wolfiporia cocos (strain MD-104) OX=742152 GN=WOLCODRAFT_22860 PE=3 SV=1	Wolfiporia cocos (strain MD-104)	393	1507	74.7	87.1	0.0
782	TR	A0A1V6RUR3	S-adenosylmethionine synthase OS=Penicillium vulpinum OX=29845 GN=PENVUL_c025G05651 PE=3 SV=1	Penicillium vulpinum	387	1507	74.8	85.6	0.0
783	TR	A0A4U6XIE7	S-adenosylmethionine synthase OS=Colletotrichum tanaceti OX=1306861 GN=eth-1 PE=3 SV=1	Colletotrichum tanaceti	401	1507	74.8	86.1	0.0
784	TR	A0A9Q7XA39	S-adenosylmethionine synthase OS=Ustilago sp. UG-2017a OX=2043610 GN=UDID_07187 PE=3 SV=1	Ustilago sp. UG-2017a	389	1507	75.0	87.4	0.0
785	TR	A0A9Q7XLQ0	S-adenosylmethionine synthase OS=Ustilago sp. UG-2017b OX=2043611 GN=UHOD_07187 PE=3 SV=1	Ustilago sp. UG-2017b	389	1507	75.0	87.4	0.0
786	TR	A0A9P6EZ75	S-adenosylmethionine synthase OS=Mortierella hygrophila OX=979708 GN=SAM2 PE=3 SV=1	Mortierella hygrophila	383	1507	74.2	85.6	0.0
787	TR	A0A0D0VQA7	S-adenosylmethionine synthase OS=Cryptococcus bacillisporus CA1280 OX=1296109 GN=I312_02409 PE=3 SV=1	Cryptococcus bacillisporus CA1280	397	1507	75.9	86.4	0.0
788	TR	A0A2V1DGL7	S-adenosylmethionine synthase OS=Periconia macrospinosa OX=97972 GN=DM02DRAFT_616635 PE=3 SV=1	Periconia macrospinosa	392	1507	75.7	85.5	0.0
789	TR	A0A9P5GP92	S-adenosylmethionine synthase OS=Penicillium crustosum OX=36656 GN=PCG10_004449 PE=3 SV=1	Penicillium crustosum	387	1506	74.5	85.6	0.0
790	TR	A0A8H5IUM8	S-adenosylmethionine synthase OS=Fusarium mexicanum OX=751941 GN=FMEXI_7541 PE=3 SV=1	Fusarium mexicanum	403	1506	75.6	85.6	0.0
791	TR	A0A9W4WPF1	S-adenosylmethionine synthase OS=Colletotrichum noveboracense OX=2664923 GN=CGXH109_LOCUS116515 PE=3 SV=1	Colletotrichum noveboracense	396	1506	75.1	85.8	0.0
792	TR	A0A0N8H7F0	S-adenosylmethionine synthase OS=Neonectria ditissima OX=78410 GN=AK830_g4975 PE=3 SV=1	Neonectria ditissima	406	1506	74.8	85.8	0.0
793	TR	L2FUG5	S-adenosylmethionine synthase OS=Colletotrichum fructicola (strain Nara gc5) OX=1213859 GN=eth-1 PE=3 SV=1	Colletotrichum fructicola (strain Nara gc5)	396	1506	75.1	85.8	0.0
794	TR	A0A8H5WME1	S-adenosylmethionine synthase OS=Fusarium circinatum OX=48490 GN=FCIRC_11266 PE=3 SV=1	Fusarium circinatum	403	1506	75.6	85.6	0.0
795	TR	A0AAV9XS85	S-adenosylmethionine synthase OS=Orbilia ellipsospora OX=2528407 GN=SAM2_1 PE=3 SV=1	Orbilia ellipsospora	391	1506	74.1	86.3	0.0
796	TR	A0A8H5PS78	S-adenosylmethionine synthase OS=Gibberella subglutinans OX=42677 GN=FSUBG_8183 PE=3 SV=1	Gibberella subglutinans	403	1506	75.6	85.6	0.0
797	TR	I2FTD7	S-adenosylmethionine synthase OS=Ustilago hordei OX=120017 GN=UHOR_07187 PE=3 SV=1	Ustilago hordei	389	1506	74.7	87.4	0.0
798	TR	A0A9P4N3J8	S-adenosylmethionine synthase OS=Lojkania enalia OX=147567 GN=CC78DRAFT_551365 PE=3 SV=1	Lojkania enalia	393	1506	74.9	86.5	0.0
799	TR	A0A9P5L8V7	S-adenosylmethionine synthase OS=Cylindrodendrum hubeiense OX=595255 GN=G7Z17_g8610 PE=3 SV=1	Cylindrodendrum hubeiense	403	1506	74.8	86.4	0.0
800	TR	A0AAD9Y6S6	S-adenosylmethionine synthase OS=Colletotrichum kahawae OX=34407 GN=CKAH01_06715 PE=3 SV=1	Colletotrichum kahawae	396	1505	75.1	85.8	0.0
801	TR	A0A8H7I053	S-adenosylmethionine synthase (Fragment) OS=Rhizoctonia solani OX=456999 GN=RHS03_01796 PE=3 SV=1	Rhizoctonia solani	392	1505	74.2	87.4	0.0
802	TR	K9GRT8	S-adenosylmethionine synthase OS=Penicillium digitatum (strain PHI26 / CECT 20796) OX=1170229 GN=PDIG_15720 PE=3 SV=1	Penicillium digitatum (strain PHI26 / CECT 20796)	387	1505	74.5	85.6	0.0
803	TR	A0A1L9VI91	S-adenosylmethionine synthase OS=Aspergillus glaucus CBS 516.65 OX=1160497 GN=ASPGLDRAFT_48148 PE=3 SV=1	Aspergillus glaucus CBS 516.65	387	1505	74.6	86.5	0.0
804	TR	A0A9W9NEQ7	S-adenosylmethionine synthase OS=Penicillium cinerascens OX=70096 GN=N7498_000646 PE=3 SV=1	Penicillium cinerascens	390	1505	75.2	85.5	0.0
805	TR	A0A1B9IB31	S-adenosylmethionine synthase OS=Kwoniella pini CBS 10737 OX=1296096 GN=I206_00172 PE=3 SV=1	Kwoniella pini CBS 10737	396	1505	75.9	86.4	0.0
806	TR	A0A063BV51	S-adenosylmethionine synthase OS=Ustilaginoidea virens OX=1159556 GN=UV8b_02098 PE=3 SV=1	Ustilaginoidea virens	394	1505	76.4	85.3	0.0
807	TR	A0AAN7CY71	S-adenosylmethionine synthase OS=Corynascus novoguineensis OX=1126955 GN=C7999DRAFT_29003 PE=3 SV=1	Corynascus novoguineensis	403	1505	75.6	85.8	0.0
808	TR	A0A7T6XSV1	S-adenosylmethionine synthase OS=Penicillium digitatum OX=36651 GN=Pdw03_1683 PE=3 SV=1	Penicillium digitatum	387	1505	74.5	85.6	0.0
809	TR	A0AA38W095	S-adenosylmethionine synthase OS=Coniochaeta hoffmannii OX=91930 GN=NKR19_g3987 PE=3 SV=1	Coniochaeta hoffmannii	404	1505	75.6	85.8	0.0
810	TR	K9GWY1	S-adenosylmethionine synthase OS=Penicillium digitatum (strain Pd1 / CECT 20795) OX=1170230 GN=PDIP_31290 PE=3 SV=1	Penicillium digitatum (strain Pd1 / CECT 20795)	387	1505	74.5	85.6	0.0
811	TR	A0A197JIM9	S-adenosylmethionine synthase OS=Linnemannia elongata AG-77 OX=1314771 GN=K457DRAFT_35978 PE=3 SV=1	Linnemannia elongata AG-77	383	1505	74.2	85.1	0.0
812	TR	A0AAD5WXN2	S-adenosylmethionine synthase OS=Zalerion maritima OX=339359 GN=MKZ38_003115 PE=3 SV=1	Zalerion maritima	402	1505	74.0	86.6	0.0
813	TR	L8X467	S-adenosylmethionine synthase OS=Thanatephorus cucumeris (strain AG1-IA) OX=983506 GN=AG1IA_00965 PE=3 SV=1	Thanatephorus cucumeris (strain AG1-IA)	392	1505	74.2	87.4	0.0
814	TR	A0A9P7XRI1	S-adenosylmethionine synthase OS=Linnemannia hyalina OX=64524 GN=SAM2 PE=3 SV=1	Linnemannia hyalina	383	1505	74.2	85.4	0.0
815	TR	A0A6A7B683	S-adenosylmethionine synthase OS=Plenodomus tracheiphilus IPT5 OX=1408161 GN=T440DRAFT_108976 PE=3 SV=1	Plenodomus tracheiphilus IPT5	395	1505	75.4	86.2	0.0
816	TR	A0AA38REN2	S-adenosylmethionine synthase OS=Pleurostoma richardsiae OX=41990 GN=NKR23_g10427 PE=3 SV=1	Pleurostoma richardsiae	403	1504	75.1	86.1	0.0
817	TR	A0AAJ0M709	S-adenosylmethionine synthase OS=Chaetomium strumarium OX=1170767 GN=B0T15DRAFT_67033 PE=3 SV=1	Chaetomium strumarium	401	1504	75.6	85.6	0.0
818	TR	A0A1V8SRL6	S-adenosylmethionine synthase OS=Cryoendolithus antarcticus OX=1507870 GN=B0A48_12298 PE=3 SV=1	Cryoendolithus antarcticus	394	1504	75.7	85.7	0.0
819	TR	A0A9P3GK11	S-adenosylmethionine synthase OS=Phanerochaete sordida OX=48140 GN=PsYK624_131460 PE=3 SV=1	Phanerochaete sordida	391	1504	74.4	87.1	0.0
820	TR	A0A1V8TJZ7	S-adenosylmethionine synthase OS=Cryoendolithus antarcticus OX=1507870 GN=B0A48_03298 PE=3 SV=1	Cryoendolithus antarcticus	394	1504	75.7	85.7	0.0
821	TR	A0A8H3DC49	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS138928 PE=3 SV=1	Rhizoctonia solani	393	1504	74.5	87.4	0.0
822	TR	A0A9P4LY02	S-adenosylmethionine synthase OS=Saccharata proteae CBS 121410 OX=1314787 GN=K490DRAFT_39693 PE=3 SV=1	Saccharata proteae CBS 121410	392	1504	75.2	86.5	0.0
823	TR	A0A8H2W960	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS3345 PE=3 SV=1	Rhizoctonia solani	392	1504	74.2	87.4	0.0
824	TR	A0A0G4LXW6	S-adenosylmethionine synthase OS=Verticillium longisporum OX=100787 GN=BN1708_000719 PE=3 SV=1	Verticillium longisporum	395	1504	75.1	86.6	0.0
825	TR	A0A4U0W253	S-adenosylmethionine synthase OS=Cryomyces minteri OX=331657 GN=B0A49_11087 PE=3 SV=1	Cryomyces minteri	393	1504	75.0	85.5	0.0
826	TR	A0A167DNV7	S-adenosylmethionine synthase OS=Metarhizium rileyi (strain RCEF 4871) OX=1649241 GN=SAM2 PE=3 SV=1	Metarhizium rileyi (strain RCEF 4871)	394	1504	76.4	85.3	0.0
827	TR	G2WZ30	S-adenosylmethionine synthase OS=Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137) OX=498257 GN=VDAG_03272 PE=3 SV=1	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137)	395	1504	75.1	86.6	0.0
828	TR	A0A428PDS0	S-adenosylmethionine synthase OS=Fusarium sp. AF-6 OX=1325737 GN=CEP53_008530 PE=3 SV=1	Fusarium sp. AF-6	403	1504	74.8	86.1	0.0
829	TR	A0A3M9YMI0	S-adenosylmethionine synthase OS=Verticillium nonalfalfae OX=1051616 GN=SAM2 PE=3 SV=1	Verticillium nonalfalfae	395	1504	75.1	86.6	0.0
830	TR	A0A0C9SRI6	S-adenosylmethionine synthase OS=Paxillus involutus ATCC 200175 OX=664439 GN=PAXINDRAFT_172118 PE=3 SV=1	Paxillus involutus ATCC 200175	392	1504	75.1	87.3	0.0
831	TR	A0A9W9K3K5	S-adenosylmethionine synthase OS=Penicillium alfredii OX=1506179 GN=NUU61_006698 PE=3 SV=1	Penicillium alfredii	390	1504	75.1	85.4	0.0
832	TR	A0A444RY69	S-adenosylmethionine synthase OS=Verticillium dahliae OX=27337 GN=VDGE_03272 PE=3 SV=1	Verticillium dahliae	456	1504	75.1	86.6	0.0
833	TR	A0AA44WC50	S-adenosylmethionine synthase OS=Verticillium dahliae OX=27337 GN=BJF96_g7796 PE=3 SV=1	Verticillium dahliae	395	1504	75.1	86.6	0.0
834	TR	A0A9P3PEV5	S-adenosylmethionine synthase OS=Lyophyllum shimeji OX=47721 GN=SAM2 PE=3 SV=1	Lyophyllum shimeji	393	1504	74.4	87.1	0.0
835	TR	Q2H670	S-adenosylmethionine synthase OS=Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) OX=306901 GN=CHGG_05845 PE=3 SV=1	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	399	1504	75.3	85.8	0.0
836	TR	A0A0G4MMJ4	S-adenosylmethionine synthase OS=Verticillium longisporum OX=100787 GN=BN1708_006755 PE=3 SV=1	Verticillium longisporum	395	1504	75.1	86.6	0.0
837	TR	A0A8K0XUG2	S-adenosylmethionine synthase OS=Cristinia sonorae OX=1940300 GN=BXZ70DRAFT_885006 PE=3 SV=1	Cristinia sonorae	393	1503	75.1	87.3	0.0
838	TR	A0A9P5AAT0	S-adenosylmethionine synthase OS=Fusarium beomiforme OX=44412 GN=FBEOM_10932 PE=3 SV=1	Fusarium beomiforme	403	1503	75.3	85.6	0.0
839	TR	A0AAE0LVE8	S-adenosylmethionine synthase OS=Chaetomium fimeti OX=1854472 GN=B0H64DRAFT_86564 PE=3 SV=1	Chaetomium fimeti	399	1503	75.1	86.1	0.0
840	TR	A0A9P5JZ12	S-adenosylmethionine synthase OS=Russula ochroleuca OX=152965 GN=DFH94DRAFT_771512 PE=3 SV=1	Russula ochroleuca	392	1503	75.4	86.2	0.0
841	TR	A0A0D1XYV3	S-adenosylmethionine synthase OS=Exophiala mesophila OX=212818 GN=PV10_04624 PE=3 SV=1	Exophiala mesophila	392	1503	76.0	85.8	0.0
842	TR	A0AAV9U662	S-adenosylmethionine synthase OS=Orbilia brochopaga OX=3140254 GN=SAM2 PE=3 SV=1	Orbilia brochopaga	408	1503	75.3	86.2	0.0
843	TR	A0A9W8R3M1	S-adenosylmethionine synthase OS=Fusarium falciforme OX=195108 GN=SAM2 PE=3 SV=1	Fusarium falciforme	403	1503	75.1	86.1	0.0
844	TR	A0A8H5RSH1	S-adenosylmethionine synthase OS=Fusarium tjaetaba OX=1567544 GN=FTJAE_5366 PE=3 SV=1	Fusarium tjaetaba	403	1503	75.3	85.6	0.0
845	TR	A0A420HK28	S-adenosylmethionine synthase OS=Golovinomyces cichoracearum OX=62708 GN=GcC1_187038 PE=3 SV=1	Golovinomyces cichoracearum	385	1503	73.8	85.8	0.0
846	TR	A0A9P4P158	S-adenosylmethionine synthase OS=Tothia fuscella OX=1048955 GN=EJ08DRAFT_645288 PE=3 SV=1	Tothia fuscella	390	1503	75.5	85.2	0.0
847	TR	A0A0G4P9Q4	S-adenosylmethionine synthase OS=Penicillium camemberti (strain FM 013) OX=1429867 GN=PCAMFM013_S008g000471 PE=3 SV=1	Penicillium camemberti (strain FM 013)	387	1503	74.3	85.8	0.0
848	TR	A0A9P5RU48	S-adenosylmethionine synthase OS=Linnemannia schmuckeri OX=64567 GN=SAM2 PE=3 SV=1	Linnemannia schmuckeri	383	1503	74.2	85.1	0.0
849	TR	A0A1V6ST98	S-adenosylmethionine synthase OS=Penicillium steckii OX=303698 GN=PENSTE_c021G04061 PE=3 SV=1	Penicillium steckii	389	1503	75.7	84.7	0.0
850	TR	A0A409XR43	S-adenosylmethionine synthase OS=Psilocybe cyanescens OX=93625 GN=CVT25_015280 PE=3 SV=1	Psilocybe cyanescens	1264	1503	73.0	83.6	0.0
851	TR	A0A7R7ZM58	S-adenosylmethionine synthase OS=Aspergillus chevalieri OX=182096 GN=SAM2 PE=3 SV=1	Aspergillus chevalieri	387	1502	74.4	86.0	0.0
852	TR	A0A1Q2YBQ8	S-adenosylmethionine synthase OS=Pichia membranifaciens OX=4926 GN=PMKS-000457 PE=3 SV=1	Pichia membranifaciens	376	1502	78.1	87.4	0.0
853	TR	W9LA00	S-adenosylmethionine synthase OS=Fusarium oxysporum Fo47 OX=660027 GN=FOZG_01350 PE=3 SV=1	Fusarium oxysporum Fo47	403	1502	75.3	85.6	0.0
854	TR	A0A017SG79	S-adenosylmethionine synthase OS=Aspergillus ruber (strain CBS 135680) OX=1388766 GN=EURHEDRAFT_455611 PE=3 SV=1	Aspergillus ruber (strain CBS 135680)	387	1502	74.3	86.5	0.0
855	TR	A0A8H6H3R7	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. conglutinans OX=100902 GN=HZS61_001020 PE=3 SV=1	Fusarium oxysporum f. sp. conglutinans	403	1502	75.3	85.6	0.0
856	TR	A0AAN6W9R0	S-adenosylmethionine synthase OS=Triangularia setosa OX=2587417 GN=QBC36DRAFT_120664 PE=3 SV=1	Triangularia setosa	408	1502	75.6	85.8	0.0
857	TR	S0DJM5	S-adenosylmethionine synthase OS=Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) OX=1279085 GN=FFUJ_00939 PE=3 SV=1	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	403	1502	75.3	85.6	0.0
858	TR	A0A8H3HD53	S-adenosylmethionine synthase OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS143163 PE=3 SV=1	Rhizoctonia solani	392	1502	73.9	87.4	0.0
859	TR	A0A8H6DG47	S-adenosylmethionine synthase OS=Fusarium globosum OX=78864 GN=FGLOB1_3062 PE=3 SV=1	Fusarium globosum	403	1502	75.3	85.6	0.0
860	TR	A0A8H5Q5K1	S-adenosylmethionine synthase OS=Fusarium pseudoanthophilum OX=48495 GN=FPANT_204 PE=3 SV=1	Fusarium pseudoanthophilum	403	1502	75.3	85.6	0.0
861	TR	X0IDQ0	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. conglutinans race 2 54008 OX=1089457 GN=FOPG_01892 PE=3 SV=1	Fusarium oxysporum f. sp. conglutinans race 2 54008	403	1502	75.3	85.6	0.0
862	TR	X0C7H8	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. raphani 54005 OX=1089458 GN=FOQG_09574 PE=3 SV=1	Fusarium oxysporum f. sp. raphani 54005	403	1502	75.3	85.6	0.0
863	TR	A0A8K0S5U0	S-adenosylmethionine synthase OS=Fusarium tricinctum OX=61284 GN=BKA59DRAFT_392310 PE=3 SV=1	Fusarium tricinctum	409	1502	74.4	85.3	0.0
864	TR	R9NWL0	S-adenosylmethionine synthase OS=Pseudozyma hubeiensis (strain SY62) OX=1305764 GN=PHSY_000404 PE=3 SV=1	Pseudozyma hubeiensis (strain SY62)	389	1502	74.5	87.4	0.0
865	TR	A0A8H5YDA8	S-adenosylmethionine synthase OS=Fusarium mundagurra OX=1567541 GN=FMUND_10208 PE=3 SV=1	Fusarium mundagurra	403	1502	75.3	85.6	0.0
866	TR	A0A0I9ZME1	S-adenosylmethionine synthase OS=Fusarium fujikuroi OX=5127 GN=C2S_12417 PE=3 SV=1	Fusarium fujikuroi	403	1502	75.3	85.6	0.0
867	TR	A0A430L487	S-adenosylmethionine synthase OS=Fusarium euwallaceae OX=1147111 GN=BHE90_015129 PE=3 SV=1	Fusarium euwallaceae	406	1502	75.1	85.8	0.0
868	TR	A0A9P5EI86	S-adenosylmethionine synthase OS=Colletotrichum siamense OX=690259 GN=eth-1 PE=3 SV=1	Colletotrichum siamense	396	1502	74.8	85.8	0.0
869	TR	W9IF44	S-adenosylmethionine synthase OS=Fusarium oxysporum NRRL 32931 OX=660029 GN=FOYG_06703 PE=3 SV=1	Fusarium oxysporum NRRL 32931	403	1502	75.3	85.6	0.0
870	TR	N4TF82	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. cubense (strain race 1) OX=1229664 GN=FOC1_g10015930 PE=3 SV=1	Fusarium oxysporum f. sp. cubense (strain race 1)	403	1502	75.3	85.6	0.0
871	TR	A0A8H5QLH7	S-adenosylmethionine synthase OS=Fusarium sp. NRRL 52700 OX=1101274 GN=F52700_12652 PE=3 SV=1	Fusarium sp. NRRL 52700	403	1502	75.3	85.6	0.0
872	TR	X8JDB0	S-adenosylmethionine synthase OS=Rhizoctonia solani AG-3 Rhs1AP OX=1086054 GN=RSOL_404500 PE=3 SV=1	Rhizoctonia solani AG-3 Rhs1AP	392	1502	73.9	87.4	0.0
873	TR	A0A3L6P4S7	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. cepae OX=396571 GN=BFJ65_g72 PE=3 SV=1	Fusarium oxysporum f. sp. cepae	403	1502	75.3	85.6	0.0
874	TR	A0A4Q2VHN3	S-adenosylmethionine synthase OS=Fusarium oxysporum f. sp. narcissi OX=451672 GN=BFJ63_vAg11488 PE=3 SV=1	Fusarium oxysporum f. sp. narcissi	403	1502	75.3	85.6	0.0
875	TR	A0AAN6UFN6	S-adenosylmethionine synthase OS=Trichocladium antarcticum OX=1450529 GN=BT67DRAFT_136313 PE=3 SV=1	Trichocladium antarcticum	412	1502	75.1	86.1	0.0
